time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-03T04:38:24.538Z,69.19,-144.7452,20.9,5.3,mww,,,,1.02,ak,ak0198gdhuwa,2019-07-15T23:42:27.457Z,"114km SSW of Kaktovik, Alaska",earthquake,,3.6,,,reviewed,ak,ak
2019-07-03T04:26:54.986Z,28.442,104.977,10,4.9,mb,,36,7.152,0.76,us,us7000492k,2019-07-04T02:40:39.422Z,"16km SSE of Changning, China",earthquake,8.4,1.8,0.054,109,reviewed,us,us
2019-07-03T03:45:28.017Z,-22.1741,-179.4992,574.23,5.8,mww,,33,4.971,1.12,us,us7000492b,2019-07-04T03:47:02.823Z,"187km SSW of Ndoi Island, Fiji",earthquake,5,5.9,0.069,20,reviewed,us,us
2019-07-03T03:04:05.260Z,38.8395,-122.8228333,2.22,3.18,ml,76,37,,0.08,nc,nc73205136,2019-07-09T03:50:44.085Z,"9km WNW of Cobb, CA",earthquake,0.12,0.18,0.219,65,reviewed,nc,nc
2019-07-03T02:53:57.759Z,35.985,-96.81916667,5.77,2.7,ml,94,68,0,0.22,ok,ok2019mwou,2019-07-16T03:26:34.040Z,"4km WSW of Cushing, Oklahoma",earthquake,,0.4,0.23,39,reviewed,ok,ok
2019-07-03T01:44:16.411Z,-33.2297,-178.2207,18.9,4.4,mb,,193,6.635,0.44,us,us70004ixu,2019-07-16T03:07:27.040Z,"209km SSE of L'Esperance Rock, New Zealand",earthquake,13.8,7.6,0.189,10,reviewed,us,us
2019-07-03T01:21:28.346Z,28.9184,130.7577,10,4.5,mb,,75,3.023,0.75,us,us70004ixt,2019-07-16T02:47:04.040Z,"138km ENE of Naze, Japan",earthquake,7.3,1.9,0.111,24,reviewed,us,us
2019-07-03T01:13:20.099Z,65.8437,-166.3722,32.1,4.1,ml,,,,0.65,ak,ak0198gbkbu4,2019-07-16T02:03:52.040Z,"48km SSW of Shishmaref, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-07-03T01:02:07.958Z,35.0562,27.9144,3.1,4.6,mb,,104,1.167,0.94,us,us7000491h,2019-07-16T01:56:15.040Z,"81km SE of Karpathos, Greece",earthquake,5.3,4.1,0.068,64,reviewed,us,us
2019-07-03T00:55:09.893Z,15.5811,-90.9433,10,4.5,mb,,87,0.599,0.75,us,us7000491e,2019-07-16T01:53:07.040Z,"14km NE of Chajul, Guatemala",earthquake,21.2,2,0.043,158,reviewed,us,us
2019-07-02T22:40:56.360Z,35.0503333,-118.936,8.74,3.44,ml,89,28,0.1157,0.22,ci,ci38441215,2019-07-12T03:36:07.040Z,"12km N of Grapevine, CA",earthquake,0.14,0.42,0.182,172,reviewed,ci,ci
2019-07-02T22:22:52.090Z,35.0563333,-118.936,5.14,2.83,ml,56,40,0.1118,0.24,ci,ci38441167,2019-07-03T17:02:05.520Z,"13km N of Grapevine, CA",earthquake,0.19,1.03,0.196,74,reviewed,ci,ci
2019-07-02T22:21:12.300Z,36.09,-97.46133333,4.13,2.46,ml,90,21,0,0.2,ok,ok2019mwfu,2019-07-03T13:17:26.672Z,"18km NE of Crescent, Oklahoma",earthquake,,0.5,0.17,32,reviewed,ok,ok
2019-07-02T22:21:08.620Z,35.0513333,-118.9368333,7.73,3.35,ml,94,28,0.1155,0.24,ci,ci38441151,2019-07-07T03:46:39.040Z,"12km N of Grapevine, CA",earthquake,0.14,0.63,0.154,188,reviewed,ci,ci
2019-07-02T22:12:07.590Z,35.0518333,-118.9376667,8.45,2.52,ml,57,40,0.1157,0.21,ci,ci38441127,2019-07-03T18:53:34.220Z,"12km N of Grapevine, CA",earthquake,0.18,0.59,0.139,26,reviewed,ci,ci
2019-07-02T22:03:21.140Z,35.0523333,-118.9358333,8.3,2.75,ml,61,40,0.1143,0.23,ci,ci38441111,2019-07-03T00:18:30.610Z,"12km N of Grapevine, CA",earthquake,0.19,0.65,0.122,25,reviewed,ci,ci
2019-07-02T21:39:57.625Z,-30.698,-177.4193,10,4.6,mb,,186,1.514,1.19,us,us70004i9p,2019-07-13T05:48:11.040Z,"163km ENE of L'Esperance Rock, New Zealand",earthquake,11.8,1.9,0.146,14,reviewed,us,us
2019-07-02T21:34:45.878Z,36.561,70.8559,188.05,4.2,mb,,74,1.161,0.56,us,us700048y9,2019-07-12T05:39:52.040Z,"33km S of Jarm, Afghanistan",earthquake,5.1,8.2,0.159,11,reviewed,us,us
2019-07-02T20:39:03.960Z,59.0971,-152.4142,58.7,4,ml,,,,0.79,ak,ak0198ezhjln,2019-07-03T18:46:57.040Z,"78km SW of Homer, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-02T19:51:46.470Z,-43.6772,123.8879,10,5.5,mww,,41,11.93,0.79,us,us700048vu,2019-07-03T19:55:44.244Z,"South of Australia",earthquake,9.6,1.7,0.073,18,reviewed,us,us
2019-07-02T19:30:01.089Z,59.2624,-152.0597,54.6,4.6,ml,,,,0.82,ak,ak0198eyu6cj,2019-07-06T21:49:11.296Z,"51km SW of Homer, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-02T19:03:50.197Z,66.2826,-157.4809,11.5,2.7,ml,,,,0.82,ak,ak0198eyohrv,2019-07-03T17:18:43.040Z,"72km S of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-02T18:24:54.856Z,66.2964,-156.9305,0,3.2,ml,,,,0.92,ak,ak0198ey7klj,2019-07-03T17:04:21.040Z,"68km S of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-02T18:17:07.534Z,66.2753,-157.1918,7,4.4,ml,,,,0.52,ak,ak0198ey5yyy,2019-07-03T17:01:16.040Z,"71km S of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-02T18:08:41.316Z,-31.3513,-179.9631,323.59,4.1,mb,,118,6.358,0.67,us,us700048tb,2019-07-03T16:33:38.040Z,"101km W of L'Esperance Rock, New Zealand",earthquake,12.9,9.1,0.114,24,reviewed,us,us
2019-07-02T17:48:42.790Z,36.5106667,-120.767,8.55,2.87,md,86,46,0.1535,0.1,nc,nc73204921,2019-07-05T18:22:09.687Z,"13km NW of New Idria, CA",earthquake,0.12,0.28,0.183,99,reviewed,nc,nc
2019-07-02T16:21:22.346Z,-30.6008,-177.675,10,4.4,mb,,265,1.369,0.35,us,us70004i9g,2019-07-11T19:00:33.040Z,"148km NE of L'Esperance Rock, New Zealand",earthquake,11.3,2,0.178,9,reviewed,us,us
2019-07-02T16:02:07.499Z,-17.9106,166.9193,9.69,4.8,mb,,68,4.163,0.42,us,us70004i9b,2019-07-11T18:52:05.040Z,"149km W of Port-Vila, Vanuatu",earthquake,9.1,3.3,0.143,20,reviewed,us,us
2019-07-02T15:17:56.403Z,-30.6002,-71.4077,34.93,4,ml,,97,0.209,0.66,us,us700048ni,2019-07-02T15:38:26.040Z,"19km W of Ovalle, Chile",earthquake,3.9,11.7,0.052,48,reviewed,us,us
2019-07-02T15:14:37.877Z,-29.6078,-179.0099,192.93,4.2,mb,,103,1.009,0.31,us,us70004i9a,2019-07-11T18:42:14.040Z,"114km WSW of Raoul Island, New Zealand",earthquake,16.7,7.9,0.137,15,reviewed,us,us
2019-07-02T14:57:28.668Z,-24.0863,-66.8645,243.98,4.1,ml,,230,1.652,0.2,us,us700048n9,2019-07-11T18:33:22.040Z,"57km WNW of San Antonio de los Cobres, Argentina",earthquake,15.2,16.2,0.062,34,reviewed,us,us
2019-07-02T14:53:12.336Z,-6.5836,143.0896,10,5.1,mb,,75,4.689,0.73,us,us700048mu,2019-07-11T18:32:51.571Z,"76km SW of Mendi, Papua New Guinea",earthquake,8.5,1.9,0.052,119,reviewed,us,us
2019-07-02T14:51:36.875Z,-3.0629,119.3536,28.62,4.5,mb,,66,1.978,0.52,us,us70004i99,2019-07-11T18:30:19.040Z,"13km S of Mamasa, Indonesia",earthquake,6.4,3.5,0.124,19,reviewed,us,us
2019-07-02T12:57:13.196Z,41.136,-116.6104,6,3,ml,15,124.6,0.207,0.1158,nn,nn00689012,2019-07-08T10:02:11.040Z,"61km NNE of Battle Mountain, Nevada",earthquake,,1.6,0.18,10,reviewed,nn,nn
2019-07-02T11:33:08.039Z,61.6769,-150.0607,44.9,3.2,ml,,,,0.58,ak,ak0198eu3d87,2019-07-08T09:52:38.040Z,"7km S of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-02T09:44:33.453Z,-1.5079,67.5879,10,5.8,mww,,75,5.76,0.9,us,us700048k3,2019-07-03T17:30:13.040Z,"Carlsberg Ridge",earthquake,9.5,1.9,0.073,18,reviewed,us,us
2019-07-02T08:00:15.054Z,-11.5097,166.3839,54.26,5.6,mww,,48,6.656,0.93,us,us700048j0,2019-07-03T17:40:07.040Z,"106km SE of Lata, Solomon Islands",earthquake,6.5,6.6,0.057,30,reviewed,us,us
2019-07-02T07:55:33.715Z,57.8946,-156.3906,137.2,2.5,ml,,,,0.51,ak,ak0198eruej6,2019-07-08T08:06:50.040Z,"89km S of King Salmon, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-02T07:48:55.839Z,3.2858,-84.2068,10,4.4,mb,,145,5.676,0.9,us,us700048is,2019-07-08T06:16:12.040Z,"Off the coast of Central America",earthquake,10.4,1.9,0.084,41,reviewed,us,us
2019-07-02T07:37:15.720Z,19.302,-155.213,8.11,3.73,ml,67,108,,0.11,hv,hv71019711,2019-07-07T13:00:36.040Z,"14km S of Volcano, Hawaii",earthquake,0.22,0.19,0.18,41,reviewed,hv,hv
2019-07-02T07:34:46.020Z,18.4771,-68.2345,128,2.84,md,7,336,0.761,0.39,pr,pr2019183003,2019-07-07T08:42:34.040Z,"24km NE of Punta Cana, Dominican Republic",earthquake,7.38,3.26,0.34,6,reviewed,pr,pr
2019-07-02T04:24:55.565Z,-31.3227,-177.5407,10,4.8,mb,,105,2.097,0.44,us,us700048ib,2019-07-02T05:33:06.040Z,"129km E of L'Esperance Rock, New Zealand",earthquake,12.2,1.9,0.07,64,reviewed,us,us
2019-07-02T04:07:14.730Z,-31.2586,-175.4206,10,5.2,mb,,107,2.956,0.93,us,us700048hx,2019-07-02T04:22:54.040Z,"Kermadec Islands region",earthquake,11.4,2,0.131,19,reviewed,us,us
2019-07-02T02:36:40.650Z,19.4716667,-155.4496667,0.22,2.79,ml,58,42,0.05821,0.14,hv,hv71019281,2019-07-02T10:39:19.597Z,"22km WNW of Volcano, Hawaii",earthquake,0.23,0.42,0.15,34,reviewed,hv,hv
2019-07-02T00:47:36.530Z,-17.9667,-178.3443,623.47,4.3,mb,,122,3.438,0.67,us,us700048h3,2019-07-02T01:06:49.040Z,"296km SE of Lambasa, Fiji",earthquake,15.8,10.3,0.102,27,reviewed,us,us
2019-07-02T00:13:50.276Z,29.4917,51.4783,10,4.1,mb,,71,6.18,0.68,us,us700048gw,2019-07-02T18:09:49.567Z,"22km SW of Kazerun, Iran",earthquake,9.1,1.9,0.088,35,reviewed,us,us
2019-07-02T00:08:32.929Z,27.7834,94.8947,10,4.4,mb,,172,3.502,0.98,us,us70004i8m,2019-07-12T03:06:03.040Z,"31km SE of Basar, India",earthquake,9.2,2,0.127,18,reviewed,us,us
2019-07-02T00:06:35.573Z,33.7023,137.2224,354.61,4.3,mb,,30,1.257,0.56,us,us700048gr,2019-07-02T00:34:08.040Z,"93km SSE of Toba, Japan",earthquake,8.4,6.4,0.029,349,reviewed,us,us
2019-07-01T23:54:19.147Z,4.6734,94.4328,34.24,4.4,mb,,166,2.565,0.49,us,us700048gp,2019-07-02T00:12:09.040Z,"138km SW of Banda Aceh, Indonesia",earthquake,7.8,7.1,0.114,22,reviewed,us,us
2019-07-01T23:39:19.890Z,18.8215,-65.8393,8,2.79,md,13,298,0.5677,0.43,pr,pr2019182014,2019-07-02T03:18:34.171Z,"43km N of Vieques, Puerto Rico",earthquake,1.63,1.64,0.32,13,reviewed,pr,pr
2019-07-01T23:36:38.271Z,-20.6097,-173.4869,10,4.9,mb,,114,3.681,1.37,us,us700048gv,2019-07-02T01:23:09.040Z,"127km SE of Pangai, Tonga",earthquake,8.8,1.9,0.097,33,reviewed,us,us
2019-07-01T23:10:34.320Z,61.2191,-146.8976,14.6,3.7,ml,,,,0.6,ak,ak0198ddkciq,2019-07-02T23:04:39.026Z,"31km WNW of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T23:00:58.719Z,27.6936,139.9572,490.98,4,mb,,75,2.067,0.39,us,us70004hwr,2019-07-13T03:27:13.040Z,"233km WNW of Chichi-shima, Japan",earthquake,10.9,11.3,0.149,12,reviewed,us,us
2019-07-01T22:58:08.720Z,2.255,96.1307,21.39,4.8,mb,,166,1.725,0.72,us,us700048g4,2019-07-12T03:57:26.040Z,"37km SW of Sinabang, Indonesia",earthquake,7.3,6.1,0.07,64,reviewed,us,us
2019-07-01T22:17:01.842Z,66.3593,-157.4993,12.6,2.8,ml,,,,0.78,ak,ak0198dd0cfj,2019-07-01T23:41:55.040Z,"66km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-01T21:47:30.520Z,19.0888329,-155.4506683,40.77,2.51,md,25,186,0.06711,0.11,hv,hv71018961,2019-07-01T23:33:52.040Z,"13km SSE of Pahala, Hawaii",earthquake,0.89,1.5,0.22,9,automatic,hv,hv
2019-07-01T21:17:00.670Z,35.4838333,-120.0171667,9.86,2.66,ml,43,51,0.06336,0.24,ci,ci38439583,2019-07-02T21:49:44.757Z,"15km N of Simmler, CA",earthquake,0.31,0.57,0.144,24,reviewed,ci,ci
2019-07-01T21:00:54.828Z,-21.1931,-173.8464,10,4.9,mb,,87,4.241,1.04,us,us700048c2,2019-07-12T03:51:51.040Z,"115km E of `Ohonua, Tonga",earthquake,8.9,1.8,0.112,25,reviewed,us,us
2019-07-01T20:42:45.494Z,59.8004,-153.5698,120.5,2.7,ml,,,,0.73,ak,ak0198dbyxg7,2019-07-01T20:52:14.157Z,"75km E of Old Iliamna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-01T20:39:50.663Z,-7.4036,128.4684,138.63,5,mww,,27,2.863,0.95,us,us700048ay,2019-07-01T20:58:40.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.3,6.3,0.066,22,reviewed,us,us
2019-07-01T20:29:36.510Z,18.3918,-68.134,101,2.91,md,11,194,0.6549,0.31,pr,pr2019182012,2019-07-01T23:14:10.381Z,"35km SE of Punta Cana, Dominican Republic",earthquake,2.94,1.93,0.36,8,reviewed,pr,pr
2019-07-01T20:21:14.020Z,19.0993328,-155.4388275,42.05,2.5,ml,51,185,0.05997,0.17,hv,hv71018816,2019-07-01T20:26:53.860Z,"12km SSE of Pahala, Hawaii",earthquake,0.7,0.95,0.18,4,automatic,hv,hv
2019-07-01T20:16:16.420Z,19.1240005,-155.4904938,44.93,2.45,md,24,166,0.04118,0.12,hv,hv71018801,2019-07-01T20:19:31.110Z,"9km S of Pahala, Hawaii",earthquake,1.28,1.2,0.16,5,automatic,hv,hv
2019-07-01T19:56:54.716Z,-30.6063,-177.9367,10,5.2,mb,,70,1.356,1.27,us,us70004895,2019-07-01T20:22:46.040Z,"129km NE of L'Esperance Rock, New Zealand",earthquake,8.5,1.8,0.05,130,reviewed,us,us
2019-07-01T19:44:54.000Z,18.0153,-65.4196,20,2.86,md,15,331,0.4476,0.78,pr,pr2019182015,2019-07-02T06:09:11.847Z,"10km SSE of Esperanza, Puerto Rico",earthquake,6.86,65.58,0.36,13,reviewed,pr,pr
2019-07-01T19:38:06.150Z,32.2437,48.9773,10,4.4,mb,,63,3.947,0.97,us,us7000488s,2019-07-01T20:27:30.040Z,"24km NNE of Shushtar, Iran",earthquake,7.9,1.9,0.085,40,reviewed,us,us
2019-07-01T18:11:29.298Z,59.7592,-136.5741,10,2.5,ml,,84,0.604,0.74,us,us7000486i,2019-07-01T20:07:04.040Z,"78km WNW of Skagway, Alaska",earthquake,4.7,2,,,reviewed,us,ak
2019-07-01T17:13:29.289Z,-15.461,167.5171,99.91,6,mww,,53,6.653,1.11,us,us70004840,2019-07-02T17:16:09.253Z,"38km ENE of Luganville, Vanuatu",earthquake,7.6,4.7,0.048,41,reviewed,us,us
2019-07-01T16:59:26.477Z,9.1893,124.1959,549.34,5.9,mww,,24,2.512,0.92,us,us7000483i,2019-07-11T15:44:33.091Z,"45km SSE of Lila, Philippines",earthquake,8.1,3.5,0.04,59,reviewed,us,us
2019-07-01T16:44:52.892Z,1.7992,127.3889,122.48,4.4,mb,,130,1.02,0.73,us,us70004hw8,2019-07-11T15:38:08.040Z,"69km W of Tobelo, Indonesia",earthquake,12.1,8.2,0.11,24,reviewed,us,us
2019-07-01T16:35:15.709Z,39.3454,-99.4608,5,2.5,mb_lg,,76,0.572,0.52,us,us700048g2,2019-07-10T18:02:12.660Z,"18km NW of Plainville, Kansas",earthquake,1.9,2,0.079,42,reviewed,us,us
2019-07-01T16:24:36.840Z,19.6143,-66.4285,29,2.93,md,12,299,1.1416,0.27,pr,pr2019182010,2019-07-01T18:22:44.040Z,"124km N of Brenas, Puerto Rico",earthquake,1.39,18.79,0.39,10,reviewed,pr,pr
2019-07-01T15:53:07.220Z,19.5758,-66.2736,47,3.04,md,5,327,1.3196,0.12,pr,pr2019182011,2019-07-11T14:59:30.040Z,"115km N of Brenas, Puerto Rico",earthquake,1.77,9.09,0.18,5,reviewed,pr,pr
2019-07-01T15:43:51.227Z,5.1635,125.2816,177.79,4.4,mb,,106,1.916,0.64,us,us70004hw7,2019-07-11T14:49:46.040Z,"33km SW of Sarangani, Philippines",earthquake,7.7,6.7,0.08,45,reviewed,us,us
2019-07-01T15:20:53.663Z,37.1172,138.7168,10,4.2,mb,,151,0.703,0.68,us,us70004hw5,2019-07-11T14:29:43.040Z,"4km WSW of Tokamachi, Japan",earthquake,3.1,2,0.373,3,reviewed,us,us
2019-07-01T15:20:28.574Z,44.5847,-114.3154,3.11,2.5,ml,,72,0.705,0.23,us,us7000481p,2019-07-11T14:10:45.158Z,"11km NW of Challis, Idaho",earthquake,1.5,7.3,0.066,30,reviewed,us,us
2019-07-01T14:47:50.566Z,-20.7248,-178.4848,554.77,4.3,mb,,134,4.414,0.67,us,us7000481f,2019-07-11T14:04:33.040Z,"23km ESE of Ndoi Island, Fiji",earthquake,15.3,8.6,0.078,47,reviewed,us,us
2019-07-01T14:31:44.566Z,-21.4273,-173.7396,10,4.5,mb,,114,4.275,0.65,us,us70004hw4,2019-07-11T14:01:40.040Z,"125km E of `Ohonua, Tonga",earthquake,8.3,1.9,0.192,8,reviewed,us,us
2019-07-01T14:19:24.939Z,-21.5331,-173.8505,10,4.9,mb,,95,4.419,1.3,us,us70004813,2019-07-11T13:41:24.040Z,"116km E of `Ohonua, Tonga",earthquake,10.3,1.9,0.095,41,reviewed,us,us
2019-07-01T13:44:55.074Z,-23.5094,-174.7222,10,4.3,mb,,213,6.28,0.73,us,us70004hw9,2019-07-11T13:31:13.040Z,"242km S of `Ohonua, Tonga",earthquake,9.6,2,0.218,10,reviewed,us,us
2019-07-01T13:10:20.561Z,36.793,71.1402,97.97,4.5,mb,,78,0.844,0.44,us,us70004805,2019-07-11T13:11:30.040Z,"28km ESE of Jarm, Afghanistan",earthquake,7,6.6,0.15,13,reviewed,us,us
2019-07-01T12:24:06.796Z,8.5292,-82.774,32.2,4.4,mb,,155,0.276,0.72,us,us700047zp,2019-07-02T01:48:39.056Z,"5km NNE of Aserrio de Gariche, Panama",earthquake,7.8,7,0.117,21,reviewed,us,us
2019-07-01T12:21:38.820Z,18.5896,-68.7385,128,3.21,md,15,219,0.8322,0.66,pr,pr2019182007,2019-07-08T06:25:24.040Z,"9km WSW of Salvaleon de Higuey, Dominican Republic",earthquake,8.01,3.23,0.4,11,reviewed,pr,pr
2019-07-01T09:20:32.646Z,-1.8195,120.6583,49.01,4.6,mb,,88,2.249,0.65,us,us700047yr,2019-07-01T11:42:06.040Z,"28km N of Pendolo, Indonesia",earthquake,8.4,6.7,0.129,18,reviewed,us,us
2019-07-01T08:48:49.489Z,58.5296,-151.4407,17,3.3,ml,,,,0.95,ak,ak0198d4v0tf,2019-07-08T08:13:57.040Z,"100km NE of Kodiak, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-01T08:28:53.627Z,-26.4137,30.6209,10,3.6,mb_lg,,219,4.741,1.32,us,us700048cz,2019-07-05T09:55:39.027Z,"39km W of Mhlambanyatsi, Swaziland",earthquake,12.6,2,0.154,11,reviewed,us,us
2019-07-01T08:14:22.239Z,35.1345,-95.33733333,7,2.46,ml,38,138,0.8530326059,0.19,ok,ok2019mtij,2019-07-02T13:42:40.292Z,"3km ENE of Quinton, Oklahoma",earthquake,,1.5,0.22,7,reviewed,ok,ok
2019-07-01T07:51:27.808Z,-56.3621,-26.5944,35,4.8,mb,,84,6.019,0.73,us,us700047xj,2019-07-01T08:40:27.040Z,"52km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.1,2,0.122,21,reviewed,us,us
2019-07-01T07:41:18.989Z,-22.6728,-67.7836,164.91,4.2,mb,,66,0.458,0.64,us,us700047xc,2019-07-08T07:38:25.040Z,"52km ENE of San Pedro de Atacama, Chile",earthquake,6.6,9.7,0.146,13,reviewed,us,us
2019-07-01T07:12:27.805Z,66.297,-157.1237,10,2.8,ml,,34,0.155,1.11,us,us700047x7,2019-07-08T07:01:57.040Z,"68km S of Kobuk, Alaska",earthquake,1.8,1.8,0.029,159,reviewed,us,us
2019-07-01T06:54:24.260Z,19.6851,-65.2591,47,3.59,md,13,325,1.6042,0.4,pr,pr2019182004,2019-07-02T10:54:45.040Z,"153km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.87,22.32,0.39,11,reviewed,pr,pr
2019-07-01T06:04:51.854Z,-1.7623,138.6958,29.31,4.2,mb,,178,6.543,0.73,us,us700047wi,2019-07-05T14:32:29.040Z,"231km WNW of Abepura, Indonesia",earthquake,8.5,12.7,0.186,8,reviewed,us,us
2019-07-01T05:41:43.036Z,10.5676,-86.004,35,4.2,mb,,155,1.07,0.84,us,us700047w9,2019-07-05T14:24:25.040Z,"39km W of Sardinal, Costa Rica",earthquake,7.1,2,0.067,62,reviewed,us,us
2019-07-01T05:33:07.159Z,10.4738,-86.0743,10,4.5,mb,,131,1.118,0.44,us,us700047w7,2019-07-02T13:17:44.485Z,"46km W of Sardinal, Costa Rica",earthquake,6.5,1.9,0.045,142,reviewed,us,us
2019-07-01T05:04:20.000Z,36.333,-97.521,7.82,2.47,ml,101,29,0,0.2,ok,ok2019mtcc,2019-07-02T10:47:08.040Z,"21km WNW of Perry, Oklahoma",earthquake,,0.5,0.2,42,reviewed,ok,ok
2019-07-01T04:57:55.776Z,10.5003,-86.0143,34.43,4.4,mb,,184,1.065,1,us,us700047vw,2019-07-11T22:47:25.040Z,"40km W of Sardinal, Costa Rica",earthquake,7.9,8.9,0.053,102,reviewed,us,us
2019-07-01T04:12:41.384Z,-55.3146,-26.0038,10,4.5,mb,,85,6.151,0.47,us,us70004hvp,2019-07-11T22:37:46.040Z,"171km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.9,1.6,0.14,15,reviewed,us,us
2019-07-01T03:24:29.196Z,54.9244,164.4813,10,5,mb,,63,3.934,0.67,us,us700047vf,2019-07-11T22:25:10.040Z,"101km WSW of Nikol'skoye, Russia",earthquake,8.2,1.8,0.027,449,reviewed,us,us
2019-07-01T02:51:01.567Z,69.5779,-144.2006,0.1,2.9,ml,,,,0.73,ak,ak0198d1ayq2,2019-07-03T04:38:51.040Z,"65km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-07-01T02:46:09.859Z,52.6026,160.6626,10,4.5,mb,,138,1.292,1.12,us,us700047v9,2019-07-11T22:13:15.040Z,"144km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.9,1.9,0.076,51,reviewed,us,us
2019-07-01T02:23:07.780Z,35.2167,140.7412,26.02,4,mb,,170,2.169,0.85,us,us70004hvl,2019-07-11T22:08:07.040Z,"32km E of Ohara, Japan",earthquake,7.1,7,0.26,4,reviewed,us,us
2019-07-01T01:38:00.005Z,14.4762,-92.7556,55.01,4,mb,,214,1.028,0.75,us,us70004hvv,2019-07-11T21:59:57.040Z,"45km SW of Puerto Madero, Mexico",earthquake,10.7,13.8,0.1,27,reviewed,us,us
2019-07-01T01:21:19.680Z,19.443,-65.4808,66,3.52,md,13,325,1.2842,0.29,pr,pr2019182001,2019-07-03T03:42:23.040Z,"114km NNE of Vieques, Puerto Rico",earthquake,2.97,8.26,0.34,10,reviewed,pr,pr
2019-07-01T01:14:03.765Z,39.335,71.6055,10,5,mb,,40,0.214,0.69,us,us700047un,2019-07-11T21:40:48.040Z,"13km NNE of Karakenja, Tajikistan",earthquake,6,1.8,0.035,269,reviewed,us,us
2019-07-01T01:05:38.930Z,19.5611,-65.3245,72,3.48,md,13,322,1.4642,0.5,pr,pr2019182002,2019-07-03T03:42:39.040Z,"124km NNE of Vieques, Puerto Rico",earthquake,4.92,14.06,0.3,12,reviewed,pr,pr
2019-07-01T01:04:20.915Z,38.2538,141.8727,47.04,4.5,mb,,130,0.937,1.44,us,us700047ud,2019-07-11T21:34:49.040Z,"53km ESE of Ishinomaki, Japan",earthquake,6.9,7.3,0.105,27,reviewed,us,us
2019-07-01T00:59:25.170Z,19.0963,-65.607,103,3,md,6,316,0.9844,0.38,pr,pr2019182000,2019-07-01T07:06:54.694Z,"78km NNE of Vieques, Puerto Rico",earthquake,6.96,7.81,0.46,6,reviewed,pr,pr
2019-07-01T00:48:43.740Z,-31.5741,-68.1945,112.96,4.6,mb,,49,0.419,1.22,us,us700047u7,2019-07-01T02:24:27.411Z,"11km NE of Caucete, Argentina",earthquake,7.6,8.3,0.141,15,reviewed,us,us
2019-07-01T00:43:31.230Z,19.3391667,-155.1338333,6.36,2.63,ml,60,115,0.04614,0.11,hv,hv71017736,2019-07-02T03:01:30.040Z,"14km SE of Volcano, Hawaii",earthquake,0.3,0.36,0.142,34,reviewed,hv,hv
2019-07-01T00:43:02.042Z,52.4632,-167.7917,34.48,3.1,ml,,223,0.823,0.48,us,us7000482p,2019-07-01T21:53:35.040Z,"89km SE of Nikolski, Alaska",earthquake,3.5,9.9,0.085,18,reviewed,us,us
2019-07-01T00:37:36.635Z,41.2179,142.1197,47.31,5.1,mww,,39,0.906,0.96,us,us700047tx,2019-07-01T02:06:36.001Z,"76km E of Mutsu, Japan",earthquake,5.4,4.6,0.073,18,reviewed,us,us
2019-07-01T00:33:10.030Z,-21.5403,-68.5078,161.79,4.2,mb,,49,0.728,0.58,us,us700047tw,2019-07-01T00:46:25.040Z,"111km NNE of Calama, Chile",earthquake,6.6,6.7,0.187,8,reviewed,us,us
2019-07-01T00:18:29.590Z,-15.8095,-177.3301,407.34,4.1,mb,,102,1.677,0.78,us,us70004hvh,2019-07-13T03:39:46.040Z,"189km SSE of Sigave, Wallis and Futuna",earthquake,13.4,3.6,0.145,13,reviewed,us,us
2019-07-01T00:00:36.284Z,56.2144,163.8954,10,4.4,mb,,79,4.417,0.69,us,us700047th,2019-07-01T00:31:57.040Z,"87km E of Ust'-Kamchatsk Staryy, Russia",earthquake,10.2,1.9,0.042,165,reviewed,us,us
2019-06-30T23:51:24.320Z,18.0845,-68.3713,99,3.21,md,10,234,0.9412,0.57,pr,pr2019181035,2019-07-01T21:59:17.040Z,"37km SSE of Boca de Yuma, Dominican Republic",earthquake,5.18,4.55,0.29,10,reviewed,pr,pr
